case_id,timestamp,species,breed,age_years,age_category,weight_kg,symptoms,description,urgency_level,urgency_score,wait_time_minutes,requires_immediate_attention,follow_up_required,previous_conditions,symptom_0,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_7,symptom_8,symptom_9,symptom_10,symptom_11,symptom_12,symptom_13,symptom_14,symptom_15,symptom_16,symptom_17,symptom_18,symptom_19,symptom_20,symptom_21,symptom_22,symptom_23,symptom_24,symptom_25,symptom_26,symptom_27,symptom_28,symptom_29,symptom_30,symptom_31,symptom_32,symptom_33,symptom_34,symptom_35,symptom_36,symptom_37,symptom_38,symptom_39,symptom_40,symptom_41,symptom_42,symptom_43,symptom_44,symptom_45,symptom_46,text_length,exclamation_count,question_count,critical_keyword_count,urgent_keyword_count,moderate_keyword_count,low_keyword_count,urgency_words,species_encoded,urgency_numeric,age_category_encoded
1507,2024-10-28T11:53:03.893174,cat,Ragdoll,1.0749751468400428,senior,0.06090159905772276,"['vomiting', 'minor limping', 'sneezing', 'urinating more frequently', 'moderate bleeding']","My 12.1 year old Ragdoll cat has been experiencing vomiting, minor limping, sneezing, urinating more frequently, moderate bleeding. Symptoms for the past week. Please advise urgency.",moderate,3,-0.46812902906306547,False,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27,0,0,1,0,2,0,0,1,2,4
1508,2025-01-18T11:53:03.893182,hamster,mixed,0.2667201922933225,senior,-0.5736369417150312,"['moderate bleeding', 'bloody diarrhea', 'swollen face', 'limping severely']","mixed hamster with moderate bleeding, bloody diarrhea, swollen face, limping severely. Age: 8.0 years. Just started an hour ago. Should we come in immediately?",urgent,5,-1.0911966499133319,True,True,"['heart murmur', 'cancer remission', 'ear infections']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,1,1,3,1,0,1,4,3,3
1509,2025-02-08T11:53:03.893191,cat,Siamese,-1.0540866846488792,young,-0.04485482440440286,"['nail trimming needed', 'routine checkup', 'mild scratching', 'vaccination due']","My 1.3 year old Siamese cat has been experiencing nail trimming needed, routine checkup, mild scratching, vaccination due. Symptoms for the past week. Should we come in immediately?",low,2,0.04498548222538921,False,True,['dental disease'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29,0,1,0,0,1,4,1,1,1,1
1510,2024-11-30T11:53:03.893200,rabbit,mixed,0.660990901828308,senior,-0.24461695761064026,"['bloody diarrhea', 'excessive drooling', 'sudden behavior change', 'limping severely']","My 10.0 year old mixed rabbit has been experiencing bloody diarrhea, excessive drooling, sudden behavior change, limping severely. Symptoms for the past week. Very worried.",urgent,5,-1.1461732046942377,True,False,[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,4,1,0,0,5,3,3
1511,2025-06-18T11:53:03.893207,guinea pig,mixed,-0.26554526557890806,adult,-0.4561298045348916,"['mild coughing', 'ear discharge', 'lethargy']","mixed guinea pig with mild coughing, ear discharge, lethargy. Age: 5.3 years. Has been going on for 2 days. Should we come in immediately?",moderate,2,1.0528889865419966,False,True,['hip dysplasia'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,1,0,0,3,0,1,3,2,2
1512,2025-03-01T11:53:03.893216,rabbit,mixed,0.7792721146888036,senior,-0.2328662438926263,"['bloody diarrhea', 'sudden behavior change', 'excessive drooling', 'swollen face', 'lethargy']","Concerned about my rabbit (mixed, 10.6yo) showing signs of bloody diarrhea, sudden behavior change, excessive drooling, swollen face, lethargy. Has been going on for 2 days. Seems to be getting worse.",urgent,5,-1.1461732046942377,True,True,"['ear infections', 'heart murmur']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,0,4,2,0,0,5,3,3
1513,2025-03-09T11:53:03.893225,guinea pig,mixed,-0.4429670848696515,adult,-0.5031326594069475,"['excessive scratching', 'routine checkup']","Patient is a mixed guinea pig, 4.4 years old, presenting with excessive scratching, routine checkup. Has been going on for 2 days. Is this an emergency?",moderate,2,0.5397744752535419,False,False,['heart murmur'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,1,0,1,1,2,1,3,2,2
1514,2024-10-11T11:53:03.893234,cat,Russian Blue,-0.9555190072651328,young,-0.19761410273858443,"['behavioral consultation', 'grooming required']","Concerned about my cat (Russian Blue, 1.8yo) showing signs of behavioral consultation, grooming required. Just started an hour ago. Very worried.",low,2,0.924610358719883,False,True,"['anxiety', 'arthritis', 'diabetes']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,0,0,2,0,1,1,1
1515,2025-07-10T11:53:03.893242,guinea pig,mixed,1.3903917144680311,senior,-0.49138194568893345,['drinking more water than usual'],"Patient is a mixed guinea pig, 13.7 years old, presenting with drinking more water than usual. Started today. Is this an emergency?",moderate,3,-0.7246862847072928,False,False,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,1,0,0,0,0,1,3,2,4
1516,2025-02-27T11:53:03.893251,cat,Ragdoll,-0.4429670848696515,adult,0.09615374021176473,"['difficulty swallowing', 'excessive drooling', 'limping severely', 'swollen face', 'drinking more water than usual']","Concerned about my cat (Ragdoll, 4.4yo) showing signs of difficulty swallowing, excessive drooling, limping severely, swollen face, drinking more water than usual. Just started an hour ago. Very worried.",urgent,3,-0.3765014377615557,False,True,"['skin condition', 'eye problems', 'cancer remission']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0,4,0,0,0,1,3,2
1517,2024-12-27T11:53:03.893260,bird,mixed,-0.5809618332068964,adult,-0.5501355142790033,"['vomiting blood', 'excessive panting', 'swollen face', 'difficulty swallowing']","mixed bird with vomiting blood, excessive panting, swollen face, difficulty swallowing. Age: 3.7 years. Noticed yesterday. Seems to be getting worse.",urgent,3,-0.6697097299263869,False,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22,0,0,0,5,1,0,0,0,3,2
1518,2024-10-16T11:53:03.893268,dog,Beagle,2.5337767721194893,geriatric,2.4110443426605155,"['paralysis', 'unable to urinate', 'eye injury with vision loss']","Patient is a Beagle dog, 19.5 years old, presenting with paralysis, unable to urinate, eye injury with vision loss. Noticed yesterday. Pet is distressed.",critical,5,-1.1095221681736338,True,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,1,0,0,0,0,2,4,4
1519,2025-05-03T11:53:03.893276,dog,Beagle,-1.2315085039396225,puppy,0.7659444221385606,"['excessive scratching', 'urinating more frequently', 'mild coughing', 'drinking more water than usual']","Patient is a Beagle dog, 0.4 years old, presenting with excessive scratching, urinating more frequently, mild coughing, drinking more water than usual. Started today. Pet is distressed.",moderate,3,-0.7430118029675947,False,False,['arthritis'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28,0,0,0,1,2,0,0,2,2,0
1520,2024-12-28T11:53:03.893284,cat,Sphynx,2.51406323664274,geriatric,-0.009602683250360988,"['difficulty defecating', 'vomiting blood', 'limping severely']","Concerned about my cat (Sphynx, 19.4yo) showing signs of difficulty defecating, vomiting blood, limping severely. Has been going on for 2 days. Pet is distressed.",urgent,5,-1.1095221681736338,True,False,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,0,0,0,4,1,0,0,1,3,4
1521,2024-10-02T11:53:03.893291,guinea pig,mixed,0.6018502953980601,senior,-0.47963123197091956,"['lethargy', 'diarrhea']","My 9.7 year old mixed guinea pig has been experiencing lethargy, diarrhea. Started today. Seems to be getting worse.",moderate,3,-0.5231055838439713,False,False,[],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,0,2,0,0,3,2,3
1522,2024-12-18T11:53:03.893299,hamster,mixed,0.3061472632468209,senior,-0.5853876554330453,['severe bleeding'],"Concerned about my hamster (mixed, 8.2yo) showing signs of severe bleeding. Started today. Is this an emergency?",critical,5,-1.054545613392728,True,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,1,1,0,0,0,1,4,4,3
1523,2024-11-05T11:53:03.893306,guinea pig,mixed,-1.0738002201256285,young,-0.49138194568893345,"['vomiting', 'loss of appetite', 'minor eye discharge', 'drinking more water than usual']","Concerned about my guinea pig (mixed, 1.2yo) showing signs of vomiting, loss of appetite, minor eye discharge, drinking more water than usual. Symptoms for the past week. Is this an emergency?",moderate,3,-0.8712904307897085,False,True,"['hip dysplasia', 'cancer remission']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,0,1,0,0,3,0,1,3,2,1
1524,2024-10-03T11:53:03.893316,bird,mixed,1.3509646435145328,senior,-0.5501355142790033,"['excessive drooling', 'vomiting blood', 'moderate bleeding', 'limping severely', 'ear discharge']","mixed bird with excessive drooling, vomiting blood, moderate bleeding, limping severely, ear discharge. Age: 13.5 years. Symptoms for the past week. Pet is distressed.",urgent,5,-1.0911966499133319,True,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0,0,1,4,2,0,0,0,3,4
1525,2024-09-30T11:53:03.893323,cat,Maine Coon,-0.5612482977301473,adult,0.07265231277573678,['excessive panting'],"Patient is a Maine Coon cat, 3.8 years old, presenting with excessive panting. Just started an hour ago. Pet is distressed.",urgent,3,-0.8529649125294064,False,False,"['eye problems', 'skin condition', 'kidney disease']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,1,0,0,0,1,3,2
1526,2025-01-10T11:53:03.893331,cat,Persian,1.2326834306540373,senior,-0.11535910671248671,['vaccination due'],"Concerned about my cat (Persian, 12.9yo) showing signs of vaccination due. Has been going on for 2 days. Is this an emergency?",low,2,0.906284840459581,False,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23,0,1,0,0,0,1,1,1,1,4
1527,2024-12-27T11:53:03.893340,rabbit,mixed,-1.0343731491721297,young,-0.40912694966283575,"['swollen face', 'difficulty swallowing', 'excessive drooling', 'persistent coughing', 'behavioral consultation']","Concerned about my rabbit (mixed, 1.4yo) showing signs of swollen face, difficulty swallowing, excessive drooling, persistent coughing, behavioral consultation. Symptoms for the past week. Is this an emergency?",urgent,4,-0.9995690586118221,True,True,[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,1,0,3,1,1,1,5,3,1
1528,2025-07-24T11:53:03.893348,guinea pig,mixed,-0.28525880105565726,adult,-0.46788051825290555,"['routine checkup', 'severe allergic reaction']","My 5.2 year old mixed guinea pig has been experiencing routine checkup, severe allergic reaction. Just started an hour ago. Pet is distressed.",low,1,1.5660034978304513,False,False,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0,0,0,2,0,3,1,2
1529,2025-07-31T11:53:03.893356,bird,mixed,1.15382928874704,senior,-0.5618862279970174,"['routine checkup', 'nail trimming needed', 'bad breath']","mixed bird with routine checkup, nail trimming needed, bad breath. Age: 12.5 years. Noticed yesterday. Is this an emergency?",low,2,0.6130765482947498,False,False,[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,0,0,0,3,1,0,1,4
1530,2025-08-05T11:53:03.893364,rabbit,mixed,-0.6795295105906428,adult,-0.27986909876468213,"['persistent coughing', 'difficulty defecating', 'sudden behavior change', 'bloody diarrhea', 'unable to urinate']","mixed rabbit with persistent coughing, difficulty defecating, sudden behavior change, bloody diarrhea, unable to urinate. Age: 3.2 years. Symptoms for the past week. Please advise urgency.",urgent,3,-0.35817591950125377,False,False,"['ear infections', 'arthritis', 'heart murmur']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,0,3,2,0,0,5,3,2
1531,2025-02-11T11:53:03.893374,cat,Maine Coon,-1.1920814329861242,kitten,-0.31512123991872404,"['excessive scratching', 'minor eye discharge', 'drinking more water than usual', 'limping severely']","Concerned about my cat (Maine Coon, 0.6yo) showing signs of excessive scratching, minor eye discharge, drinking more water than usual, limping severely. Symptoms for the past week. Please advise urgency.",moderate,3,-0.7613373212278967,False,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,0,2,2,0,0,1,2,0
1532,2024-09-23T11:53:03.893382,dog,Husky,-0.8175242589278878,young,1.7060015195796778,['drinking more water than usual'],"Patient is a Husky dog, 2.5 years old, presenting with drinking more water than usual. Symptoms for the past week. Is this an emergency?",moderate,3,-0.6880352481866889,False,True,"['heart murmur', 'hip dysplasia', 'thyroid issues']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,1,0,0,0,0,1,2,2,1
1533,2025-03-23T11:53:03.893392,guinea pig,mixed,-0.28525880105565726,adult,-0.46788051825290555,"['mild coughing', 'urinating more frequently', 'excessive scratching', 'vomiting', 'paralysis']","Concerned about my guinea pig (mixed, 5.2yo) showing signs of mild coughing, urinating more frequently, excessive scratching, vomiting, paralysis. Just started an hour ago. Should we come in immediately?",moderate,2,0.887959322199279,False,False,['dental disease'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30,0,1,1,1,3,0,1,3,2,2
1534,2025-07-03T11:53:03.893401,rabbit,mixed,0.720131508258556,senior,-0.24461695761064026,"['limping severely', 'excessive panting', 'difficulty swallowing', 'excessive drooling']","My 10.3 year old mixed rabbit has been experiencing limping severely, excessive panting, difficulty swallowing, excessive drooling. Progressive over 3 days. Very worried.",urgent,5,-1.0911966499133319,True,False,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,0,0,3,0,0,0,5,3,3
1535,2025-07-30T11:53:03.893410,cat,Ragdoll,-1.1723678975093748,kitten,-0.3738748085087939,"['bloody diarrhea', 'vomiting blood', 'limping severely', 'mild coughing']","Patient is a Ragdoll cat, 0.7 years old, presenting with bloody diarrhea, vomiting blood, limping severely, mild coughing. Started today. Is this an emergency?",urgent,4,-0.8896159490500104,True,False,[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,0,1,0,3,3,0,1,1,3,0
1536,2025-06-13T11:53:03.893417,dog,German Shepherd,1.8240894949565156,geriatric,3.715373565360066,"['grooming required', 'dental cleaning inquiry']","My 15.9 year old German Shepherd dog has been experiencing grooming required, dental cleaning inquiry. Noticed yesterday. Seems to be getting worse.",low,3,-0.35817591950125377,False,False,[],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,0,0,2,0,2,1,4
1537,2025-03-18T11:53:03.893425,cat,Abyssinian,-0.4232535493929023,adult,-0.056605538122416886,"['vaccination due', 'bad breath', 'weight management consultation', 'grooming required']","Abyssinian cat with vaccination due, bad breath, weight management consultation, grooming required. Age: 4.5 years. Has been going on for 2 days. Seems to be getting worse.",low,1,1.6576310891319612,False,True,['anxiety'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28,0,0,0,0,0,3,0,1,1,2
1538,2025-03-26T11:53:03.893434,cat,British Shorthair,-0.896378400834885,young,-0.1388605341485146,"['minor limping', 'sneezing', 'vomiting', 'loss of appetite']","My 2.1 year old British Shorthair cat has been experiencing minor limping, sneezing, vomiting, loss of appetite. Symptoms for the past week. Should we come in immediately?",moderate,3,-0.6880352481866889,False,True,['cancer remission'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28,0,1,0,0,3,0,1,1,2,1
1539,2025-03-28T11:53:03.893443,hamster,mixed,-0.7583836524976401,young,-0.5736369417150312,"['weight management consultation', 'behavioral consultation', 'vaccination due', 'diet advice needed', 'paralysis']","Patient is a mixed hamster, 2.8 years old, presenting with weight management consultation, behavioral consultation, vaccination due, diet advice needed, paralysis. Started today. Please advise urgency.",low,2,0.3565192926505224,False,True,[],0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27,0,0,1,0,0,3,0,4,1,1
1540,2025-06-01T11:53:03.893452,dog,Chihuahua,-1.2906491103698705,puppy,-0.26811838504666824,"['urinating more frequently', 'drinking more water than usual', 'loss of appetite', 'mild coughing', 'heatstroke symptoms']","Patient is a Chihuahua dog, 0.1 years old, presenting with urinating more frequently, drinking more water than usual, loss of appetite, mild coughing, heatstroke symptoms. Has been going on for 2 days. Seems to be getting worse.",moderate,3,-0.8163138760088026,False,False,"['obesity', 'arthritis']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38,0,0,1,0,2,0,0,2,2,0
1541,2025-01-17T11:53:03.893461,bird,mixed,-0.04869637533466589,adult,-0.5383848005609894,['nail trimming needed'],mixed bird with nail trimming needed. Age: 6.4 years. Symptoms for the past week. Is this an emergency?,low,1,2.3173497465028317,False,True,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,1,0,0,0,1,1,0,1,2
